Prompt Number,title,Prompt,dataset,library,view_type,response
1,scatterplot,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Scatterplot that visualizes the relationship between Units Sold and Revenue.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <title>Scatterplot</title>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>

<body>

<div id=""vis""></div>

<script type=""text/javascript"">
    var yourVlSpec = {
      ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
      ""data"": {
        ""url"": ""https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv""
      },
      ""mark"": {""type"": ""point"", ""tooltip"": true},
      ""encoding"": {
        ""x"": {""field"": ""Units Sold"", 
              ""type"":""quantitative""},
        y: {field: 'Revenue', type: 'quantitative'}
    }
    };
    vegaEmbed('#vis', yourVlSpec);
</script>

</body></html>"
2,line chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Line Chart that visualizes the trend of Units Sold over the Date for each Store Location.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <title>Units Sold Trend</title>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>

<body>

<div id=""vis""></div>

<script type=""text/javascript"">
    var yourVlSpec = {
      ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
      ""data"": {
        ""url"": ""https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv""
      },
      ""mark"": {""type"": ""line"", 
               tooltip: true
              },
      encoding: {
        x: {field: 'Date', type: 'temporal'},
        y: {field: 'Units Sold', type: 'quantitative'},
        color:{field:'Store Location',type:'nominal'}
        
    }
    };
  	// Embed the visualization in the container with id `vis`
  	vegaEmbed('#vis', yourVlSpec);
</script>

</body></html>"
3,bar chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Bar Chart that visualizes the Units Sold for each Store Location in 2021-01-01.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <title>Bar Chart</title>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>

<body>

<div id=""vis""></div>

<script type=""text/javascript"">
    var yourVlSpec = {
      ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
      ""data"": {
        ""url"": ""https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv""
      },
      ""transform"": [
        {""filter"": ""(datum.Date === '2021-01-01')""}
      ],
      ""mark"": {""type"":""bar"", ""tooltip"": true},
       encoding: {
         x: {field: 'Store Location', title:'Store Location'},
         y: {field:'Units Sold', title:'Units Sold'}
       }
    };
    vegaEmbed('#vis', yourVlSpec);
</script>

</body></html>"
4,pie chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Pie Chart that visualizes the proportion of Units Sold contributed by each Store Location in 2021-01-01.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <title>Pie Chart</title>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>

<body>

<div id=""vis""></div>

<script type=""text/javascript"">
    var yourVlSpec = {
      ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
      ""data"": {
        ""url"": ""https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv""
      },
      ""transform"": [
        {""filter"": {""field"": ""Date"", ""equal"":""2021-01-01""}}
      ],
      ""mark"": {""type"":""arc"", 
               tooltip: true
              },
       encoding: {
         theta: {field: 'Units Sold', type:'quantitative'},
         color:{field:'Store Location', type:'nominal'}
       }
    };

    vegaEmbed('#vis', yourVlSpec);
</script>

</body>"
5,donut chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Donut Chart that visualizes the distribution of Units Sold among Store Location in 2021-01-01.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <title>Donut Chart</title>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>

<body>

<div id=""vis""></div>

<script type=""text/javascript"">
    const spec = {
      ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
      ""data"": {
        ""url"": ""https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv""
      },
      ""transform"": [
        {""filter"": {""field"": ""Date"", ""equal"": {""year-month-day"":""2021-01-01""}}}
      ],
      ""mark"": {""type"":""arc"", 
               innerRadius:100
             },
       encoding: {
         theta: {field:""Units Sold"", type:""quantitative""},
         color:{field:""Store Location"", type:""nominal""}
       }
    };

    vegaEmbed('#vis', spec).then(function(result) {}).catch(console.error);
</script>

</body>

</html>"
6,coxcomb chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Coxcomb Chart(polar area chart) to compare the Units Sold of different Store Location in 2021-01-01.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <title>Coxcomb Chart</title>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>
<body>

<div id=""vis""></div>

<script>

const spec = {
  ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
  ""data"": {
    ""url"": ""https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv""
  },
  
""transform"": [
    {""filter"": ""(datum.Date === '2021-01-01')""}
],
  
""mark"": {""type"":""arc"", ""innerRadius"":50},
  
""encoding"":{
""x"":{""field"":""Store Location"",""type"":""nominal""},
""theta"":{""field"":""Units Sold"",""type"":""quantitative""},
""color"":{""field"":""Store Location"",""type"":""nominal""}
}
};

const opt = { renderer: 'svg' };

const view = new vega.View(vega.parse(spec), opt);

view.render().then(() => {

document.getElementById('vis').appendChild(view.canvas());

});

</script>

</body>

</html>"
7,radar chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Radar Chart to compare the Units Sold of different Store Location in 2021-01-01.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <title>Radar Chart</title>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>

<body>

<div id=""vis""></div>

<script type=""text/javascript"">
    vegaEmbed('#vis', {
      ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
      ""data"": {
        ""url"": ""https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv""
      },
      ""transform"": [
        {""filter"": ""(datum.Date === '2021-01-01')""}
      ],
      ""mark"": {""type"":""line"", 
               ""point"":{""size"":100},
               },
""theta"":{""field"":""Store Location"",""type"":""nominal""},
""radius"":{""field"":""Units Sold"",""type"":""quantitative""},
""color"":{""value"":""#FF69B4""}
    }).then(function(result) {}).catch(console.error);
</script>

</body>

</html>"
8,streamgraph,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Streamgraph that visualizes the changes of Units Sold over the Date for each Store Location.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <title>Streamgraph</title>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>

<body>

<div id=""vis""></div>

<script type=""text/javascript"">
    var yourVlSpec = {
      ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
      ""width"": ""container"",
      ""height"": ""container"",
      ""padding"": {""left"": 5, ""top"": 5, ""right"": 5, ""bottom"": 5},
      data: {url: 'https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv'},
        mark: {
          type: 'area',
          line: true,
          point: true
        },
        encoding: {
            x:{
                field:""Date"", 
                type:""temporal""
            },
            y:{
                aggregate:""sum"", 
                field:""Units Sold"", 
                title:""Total Units Sold""
            },
            color:{
              field:'Store Location', 
              title:'Store Location'
            }
        }
    };
    vegaEmbed('#vis', yourVlSpec);
</script>

</body></html>"
9,slopegraph,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Slopegraph to compare the Units Sold between 2021-01-04 and 2021-01-05 for each Store Location.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <title>Slopegraph</title>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>

<body>

<div id=""vis""></div>

<script type=""text/javascript"">
    const vlSpec = {
      ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
      ""data"": {
        ""url"": ""https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv""
      },
      ""transform"": [
        {""filter"": ""(datum.Date === '2021-01-04') || (datum.Date === '2021-01-05')""}
      ],
      ""mark"": {""type"":""line"", 
               ""point"":{""filled"":""true"", 
                        ""fill"":""black""}},
      
       encoding: {
         x: {field:""Date""},
         y: {field:""Units Sold""},
         color:{field:""Store Location""}
       }
    };

    vegaEmbed(""#vis"", vlSpec);
</script>

</body>"
10,heatmap,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category
Your task is to create a Heatmap that visualizes the Units Sold across Store Location and Dates.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.
You can use ""data"": { ""url"": } format to load data. Ensure that all libraries (e.g., Vega, Vega-Lite, Vega-Embed) are compatible versions to prevent runtime issues. ","https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv

The data table contains the following columns: Date,Store Location,Units Sold,Revenue,Profit,Operating Hours,Customer Visits,Product Category",Vega-Lite,static view,"<!DOCTYPE html>
<html>
<head>
  <script src=""https://cdn.jsdelivr.net/npm/vega@5""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-lite@4""></script>
  <script src=""https://cdn.jsdelivr.net/npm/vega-embed@6""></script>
</head>

<body>

<div id=""vis""></div>

<script type=""text/javascript"">
    var yourVlSpec = {
      ""$schema"": ""https://vega.github.io/schema/vega-lite/v4.json"",
      ""data"": {""url"": ""https://gist.githubusercontent.com/FFFFFancy/f31f77b8b8aa4d1898e5bd00dba3959f/raw/a79d3da79d62a68bdd96d94b4e985d67c336fd2c/Daily%2520Sales.csv""},
      ""mark"": {""type"": ""rect"", 
               tooltip: true
              },
      encoding: {
        x: {field: 'Date', type: 'nominal'},
        y: {field: 'Store Location', type:'nominal'},
        color:{field:""Units Sold"",type:""quantitative""}
        
      }
    };
    vegaEmbed('#vis', yourVlSpec);
</script>

</body>"
