Prompt Number,title,Prompt,dataset,library,view_type
1,scatterplot,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Scatterplot showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
2,line chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Line Chart showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
3,bar chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Bar Chart showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
4,pie chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Pie Chart showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
5,donut chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Donut Chart showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
6,coxcomb chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Coxcomb Chart showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
7,radar chart,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Radar Chart showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
8,streamgraph,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Streamgraph showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
9,slopegraph,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Slopegraph showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
10,heatmap,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Heatmap showing the Domestic Consumption of the given dataset.
Use the following visualization library: D3.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",D3,static view
