Prompt Number,title,Prompt,dataset,library,view_type
1,scatterplot+highlight,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Scatterplot showing the Domestic Consumption of the given dataset. And add the following interactive function: when the mouse hovers over a specific data point, the value of the data point will be highlighted on the axis.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
2,scatterplot+brush,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Scatterplot showing the Domestic Consumption of the given dataset. And add the following interactive functions: Brushing this Scatterplot will show the selected data points.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
3,scatterplot+zoom,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Scatterplot showing the Domestic Consumption of the given dataset. And add the following interactive functions: the Scatterplot can be zoomed via the mouse wheel.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
4,scatterplot+tooltip,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Scatterplot with external links and tooltips showing the Domestic Consumption and Exports of the given dataset. And add the following interactive functions: opening a Google search for the point that you click on.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
5,scatterplot+query widgets,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Scatterplot with query widgets showing the Domestic Consumption and Exports of the given dataset. Add a slider to represent the Year.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
6,scatterplot+animated,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Scatterplot showing the Domestic Consumption of the given dataset. Add animated transitions that connect these points using lines in order.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
7,line chart+highlight,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a multi-series Line Chart with an interactive line highlight showing the Domestic Consumption of the given dataset. Add the following interaction function: when the mouse is hovered over a line, the line will be highlighted.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
8,bar chart+zoom,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Bar Chart showing the Domestic Consumption of the given dataset. And add the following interactive functions: scroll the mouse wheel to zoom the Bar Chart, click the left mouse button and drag to pan the Bar Chart.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
9,bar chart+drag,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Bar Chart showing the Domestic Consumption of the given dataset. Add the following interactive functions: change the relative position between different bars by dragging with the mouse.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
10,bar chart+animated,"Now you have the dataset in CSV format: https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production
Your task is to create a Bar Chart showing the Domestic Consumption of the given dataset. Add animated transitions and use the drop-down menu to change the sorting order to ascending or descending based on the Domestic Consumption.
Use the following visualization library: Vega-Lite.
Use the following format:
code: (The code should be complete. And the HTML structure and code should be merged together.)
Please provide only the codes written in the specified library with no other words.","https://gist.githubusercontent.com/FFFFFancy/8401c4fbc9fa979f342598b002449931/raw/931cc3fef196cbe69c29af7cb13d07f4f6b87fa1/Coffee%2520Consumption.csv

 The dataset contains the following information: Country, Year, Domestic Consumption,Exports,Import Price,Export Price,Total Production",Vega-Lite,advanced view
